latitude,longitude,altitude,geometry,coordinates,@id,amenity,building,name,type,shop,landuse,tourism,area,highway,addr:housenumber,addr:street,barrier,operator,addr:city,addr:postcode,check_date,opening_hours,wheelchair,building:levels,toilets:wheelchair,wikidata,opening_hours:cinema,opening_hours:restaurant,source,alt_name,access,phone,addr:district,name:en,name:hi,indoor:area,indoor:level,male,fee,toilets:disposal,layer,description,note,female,level,website,designation,fax,place,payment:bitcoin,payment,tactile_paving,unisex,changing_table,address,crossing,disused:amenity
28.5845423,77.1786318,,Polygon,"77.1786318,28.5845423,77.1783026,28.5838654,77.1784355,28.5838156,77.1787647,28.5844925,77.1786318,28.5845423",way/348216219,marketplace,,Beguz Zaidi Market Moti Bagh south facing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6029032,77.1956196,,Polygon,"77.1956196,28.6029032,77.1956606,28.6028329,77.1958593,28.6029222,77.1960092,28.6026651,77.1957015,28.6025268,77.1957384,28.6024635,77.1960992,28.6026256,77.1964066,28.6027638,77.1963652,28.6028348,77.1960368,28.6026873,77.1959917,28.6027648,77.1960671,28.6027986,77.1959953,28.6029216,77.1959569,28.6029044,77.195931,28.6029488,77.1961094,28.603029,77.1961694,28.602926,77.1962508,28.6029626,77.1961471,28.6031403,77.1956196,28.6029032",way/348459728,police,yes,Police Station Chankyapuri,,,,,,,Police Station Chankyapuri,Teen Murti Marg,,Delhi Police,New Delhi,110011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6008754,77.3157902,,Polygon,"77.3157902,28.6008754,77.3161007,28.6006622,77.3162618,28.6008497,77.3166273,28.6008651,77.3168328,28.6011081,77.3162513,28.6014842,77.3157902,28.6008754",way/349706443,marketplace,yes,Plaza Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7123005,77.1356298,,Polygon,"77.1356298,28.7123005,77.135967,28.7120437,77.1361575,28.7122616,77.136303,28.712428,77.1359748,28.7126637,77.1358031,28.712483,77.1356298,28.7123005",way/349778812,,yes,PVR Unity Mall,,mall,,,,,,"Vaishno Mata Mandir Road, Prashant Vihar",,,Delhi,110085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7144726,77.1289005,,Polygon,"77.1289005,28.7144726,77.1294022,28.7141371,77.1297862,28.7145788,77.1292844,28.7149143,77.1289005,28.7144726",way/349824167,,yes,North Ex Mall,,mall,,,,,,Sector 9 Rohini,,,Delhi,110085,,Mo-Su 11:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.712122,77.1163496,,Polygon,"77.1163496,28.712122,77.1164676,28.7120469,77.1165007,28.7120869,77.1165202,28.7120745,77.1164871,28.7120345,77.1166071,28.7119581,77.11666,28.7120219,77.1166828,28.7120074,77.1166299,28.7119435,77.1167098,28.7118927,77.1168663,28.7120818,77.1167845,28.7121339,77.1166911,28.7120211,77.1165422,28.7121159,77.1166355,28.7122287,77.1165061,28.7123111,77.1163496,28.712122",way/350856213,marketplace,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6840259,77.159775,,Polygon,"77.159775,28.6840259,77.1596061,28.6841336,77.1595234,28.6840338,77.1595862,28.6839938,77.1593542,28.6837138,77.1594604,28.6836462,77.159775,28.6840259",way/351053579,police,yes,Keshav Puram Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6999827,77.2090515,,Polygon,"77.2090515,28.6999827,77.2089615,28.700016,77.2089446,28.6999808,77.2089275,28.6999871,77.2089445,28.7000223,77.2088033,28.7000746,77.2087862,28.7000393,77.2087599,28.700049,77.208738,28.7000034,77.2087626,28.6999943,77.2087545,28.6999773,77.2090043,28.6998848,77.2090515,28.6999827",way/351080768,police,yes,Mukherjee Nagar police station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6298961,77.2139977,,Polygon,"77.2139977,28.6298961,77.2141142,28.629697,77.2143745,28.6298145,77.2142579,28.6300135,77.2139977,28.6298961",way/351374286,police,yes,Police Station Connaught Place,,,,,,,,,,,,,,,,,,,,,,,,-9394,,,,,,,,,,,,,,,,,,,,,,,,,
28.681742,77.2783494,,Polygon,"77.2783494,28.681742,77.2786837,28.6817381,77.2786863,28.6819083,77.2786063,28.6819093,77.2786049,28.6818176,77.2785713,28.681818,77.2785727,28.6819097,77.2784894,28.6819107,77.2784881,28.6818211,77.2784668,28.6818214,77.2784673,28.6818528,77.2784115,28.6818534,77.2784109,28.681816,77.2783505,28.6818167,77.2783494,28.681742",way/351420294,police,yes,Welcome Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6180718,77.2354721,,Polygon,"77.2354721,28.6180718,77.2352914,28.617816,77.235532,28.6176851,77.2357127,28.6179408,77.2354721,28.6180718",way/351603877,police,,Police Station Tilak Marg,,,,,,,,,,,,,,,,,,,,,,,,+91-11-2338-5571;+91-11-2338-2100,New Delhi,,,,,,,,,,,,,,,,,,,,,,,,
28.6287391,77.242655,,Polygon,"77.242655,28.6287391,77.2426634,28.6286337,77.2427011,28.628636,77.2427053,28.6285839,77.2426675,28.6285816,77.2426759,28.628475,77.2428661,28.6284866,77.2428901,28.6283575,77.2432337,28.6283791,77.2432127,28.628645,77.2430338,28.6286341,77.2430237,28.6287616,77.242655,28.6287391",way/351787579,police,yes,Delhi Police Headquarters;दिल्ली पुलिस मुख्यालय,,,,,,,,Indra Prasth Marg,,,,110095,,,,,,,,,,,,+91 11 2349 0010,,Delhi Police headquarters,दिल्ली पुलिस मुख्यालय,,,,,,,,,,,,,,,,,,,,,,
28.6556192,77.3011359,,Polygon,"77.3011359,28.6556192,77.3018926,28.6562396,77.3016191,28.6564964,77.3014294,28.6563409,77.3015856,28.6561942,77.3014825,28.6561097,77.3013263,28.6562564,77.3011409,28.6561043,77.3013009,28.6559541,77.3012412,28.6559051,77.3012053,28.6559389,77.3010867,28.6558417,77.3011002,28.655829,77.3010285,28.6557702,77.3010059,28.6557914,77.3010679,28.6558423,77.3010515,28.6558576,77.3011283,28.6559206,77.3010297,28.6560132,77.3008624,28.655876,77.3011359,28.6556192",way/352253720,,yes,Aditya Mega Mall,,mall,,,,,Aditya Mega Mall,Maharaj Surajmal Marg,,,"Karkardooma, Delhi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6307673,77.215802,,Polygon,"77.215802,28.6307673,77.2159786,28.6304627,77.2162049,28.6305637,77.2160982,28.6307479,77.2162701,28.6308246,77.2162003,28.6309451,77.2159156,28.630818,77.215802,28.6307673",way/352432537,marketplace,,Mohan Singh Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5262226,77.2169919,,Polygon,"77.2169919,28.5262226,77.2170446,28.526045,77.217329,28.5261101,77.2172226,28.5264685,77.2170489,28.5264287,77.2171026,28.5262479,77.2169919,28.5262226",way/353149198,police,yes,Police Station Saket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5580864,77.1687662,,Polygon,"77.1687662,28.5580864,77.1690474,28.5578542,77.1692202,28.5580157,77.1691186,28.5580996,77.1690436,28.5580294,77.1688639,28.5581777,77.1687662,28.5580864",way/354461865,police,yes,Police Station Vasant Vihar,,,,,,,,,,Delhi Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6582739,77.3026534,,Polygon,"77.3026534,28.6582739,77.3025089,28.6577705,77.3022785,28.6573186,77.3016958,28.6565773,77.3019748,28.6563437,77.3024502,28.6569301,77.3028206,28.6575881,77.3029606,28.6579211,77.3030138,28.658286,77.3026534,28.6582739",way/354825513,,yes,Cross River Mall,,mall,,,,,Cross River Mall,Maharaj Surajmal Marg,,,"Karkardooma, Delhi",,,Mo-Su 10:00-22:00,,,,,,,,,,,,,क्रॉस रिवर मॉल,,,,,,,,,,,,,,,,,,,,,,
28.55465,77.2321756,,Polygon,"77.2321756,28.55465,77.2321587,28.5541429,77.2325422,28.5541046,77.2325428,28.5546813,77.2321756,28.55465",way/408878239,police,,Police Station G.K. - 1,,,,,,,,,,Govt of India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6044301,76.985276,,Polygon,"76.985276,28.6044301,76.985276,28.6043877,76.9852951,28.6043877,76.9852951,28.6044301,76.985276,28.6044301",way/438626423,toilets,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,room,0,yes,,,,,,,,,,,,,,,,,,,
28.629166,77.2178069,,Polygon,"77.2178069,28.629166,77.217831,28.6290365,77.2185257,28.6290247,77.2192741,28.6289423,77.2192901,28.6290907,77.2185069,28.6291613,77.2178069,28.629166",way/442156777,marketplace,,Janpath Market,,,,,,,,,,,,,,,,,,,,,,,,+91 11 2335 6080,,,,,,,,,,,,,,,,,,,,,,,,,
28.6279321,77.3077047,,Polygon,"77.3077047,28.6279321,77.3078911,28.6275116,77.307897,28.6274936,77.3083284,28.627642,77.3092645,28.6279477,77.3090727,28.6283897,77.3077047,28.6279321",way/446160631,marketplace,,Atlantic Arcade,,,,,,,,,,,Delhi,110092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.493175,77.2658026,,Polygon,"77.2658026,28.493175,77.2657959,28.4931997,77.2657806,28.4932213,77.2657584,28.4932375,77.2657314,28.4932467,77.2657026,28.4932479,77.2656747,28.493241,77.2656508,28.4932268,77.2656323,28.4932052,77.2656232,28.4931793,77.2656245,28.4931523,77.2656361,28.4931272,77.2656566,28.493107,77.2656836,28.493094,77.265714,28.4930898,77.2657443,28.4930949,77.2657694,28.4931075,77.2657887,28.4931264,77.2658001,28.4931497,77.2658026,28.493175",way/484401841,toilets,yes,Asola Toilets,,,,,,,,,,,,,,,,,,,,,,,permissive,,,,,,,,no,flush,,,,,,,,,,,,,,,,,
28.6289465,77.0769319,,Polygon,"77.0769319,28.6289465,77.0753848,28.6282983,77.0754444,28.6281846,77.075508,28.6280726,77.0757318,28.6281141,77.0760853,28.6281221,77.0762207,28.6279869,77.0763578,28.628147,77.0765502,28.6283543,77.0766124,28.6284672,77.0767068,28.6285606,77.0769625,28.6289075,77.0769319,28.6289465",way/488174458,,yes,Unity One Mall,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
28.5361219,77.222382,,Polygon,"77.222382,28.5361219,77.2223137,28.5361218,77.222277,28.5361221,77.2222655,28.5361061,77.222241,28.5360724,77.2222164,28.5360192,77.2222972,28.5360208,77.2223771,28.5360264,77.2223798,28.536071,77.222382,28.5361219",way/507527928,toilets,civic,Sulabh complex,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5363534,77.2211365,,Polygon,"77.2211365,28.5363534,77.2212489,28.5363579,77.2212501,28.536411,77.2211155,28.5364078,77.2211365,28.5363534",way/508095757,toilets,civic,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,"Toilet under construction, to be opened in 1-3 months",,,,,,,,,,,,,,,
28.5984325,77.0324764,,Polygon,"77.0324764,28.5984325,77.0334843,28.5978117,77.0336943,28.5980635,77.0344399,28.5976114,77.0346547,28.5979051,77.0329616,28.5990141,77.0324764,28.5984325",way/531406686,,yes,Reliance Mall,,mall,,,,,,Internal road,,Reliance Retail,,110075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5439571,77.229825,,Polygon,"77.229825,28.5439571,77.2298575,28.5439101,77.229908,28.5438775,77.2299689,28.5438645,77.2300308,28.5438729,77.2301836,28.5439215,77.2300446,28.5441809,77.2299209,28.544138,77.2298673,28.5441094,77.2298303,28.544065,77.2298154,28.5440115,77.229825,28.5439571",way/549313848,marketplace,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5303614,77.3189458,,Polygon,"77.3189458,28.5303614,77.3189843,28.5304149,77.3190629,28.5305272,77.3192051,28.530572,77.3192373,28.5306238,77.318725,28.5308972,77.3186767,28.5309584,77.3185936,28.5308854,77.318387,28.5306757,77.3185611,28.5305749,77.3189458,28.5303614",way/549601175,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5476982,77.225246,,Polygon,"77.225246,28.5476982,77.2252622,28.5476884,77.2252819,28.5476871,77.2252996,28.5476946,77.2253107,28.5477089,77.2253122,28.5477262,77.2253036,28.5477418,77.2252874,28.5477515,77.2252677,28.5477528,77.22525,28.5477453,77.2252389,28.547731,77.2252374,28.5477138,77.225246,28.5476982",way/557373741,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.6161111,77.2354314,,Polygon,"77.2354314,28.6161111,77.2354646,28.6160471,77.235499,28.6160609,77.2354658,28.6161249,77.2354314,28.6161111",way/562202338,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.5203696,77.2115421,,Polygon,"77.2115421,28.5203696,77.2115163,28.5202155,77.2116932,28.5200943,77.2117351,28.5203447,77.2115421,28.5203696",way/573448974,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5570152,77.2327896,,Polygon,"77.2327896,28.5570152,77.2327092,28.5563873,77.2326869,28.5561154,77.233621,28.5562513,77.2337781,28.5564412,77.2338493,28.5568135,77.2327896,28.5570152",way/586013154,marketplace,,N Block Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6252972,77.2331391,,Polygon,"77.2331391,28.6252972,77.2332039,28.6252932,77.2332071,28.6253623,77.2331422,28.6253646,77.2331391,28.6252972",way/661339325,toilets,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
28.6750792,77.2887461,,Polygon,"77.2887461,28.6750792,77.28814,28.6754395,77.2878777,28.6755954,77.287819,28.6755323,77.2876232,28.6753218,77.2879137,28.6750405,77.2880123,28.6749715,77.288124,28.6748934,77.2887461,28.6750792",way/691053470,,yes,Vikas Mall,,mall,,,,,Vikas Mall,GT Road,,,,110032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.696136,77.2908095,,Polygon,"77.2908095,28.696136,77.2915551,28.696136,77.2915551,28.6963948,77.2912708,28.6964042,77.2912493,28.6966395,77.2907934,28.6966395,77.2908095,28.696136",way/692373019,police,yes,Jyoti Nagar Police Station,,,,,,,C-324,Loni Road,,Delhi Police,"Kardam Puri, Shahdara",110093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5150534,77.2052643,,Polygon,"77.2052643,28.5150534,77.2053685,28.5153126,77.2050864,28.5154001,77.2049848,28.5151342,77.2052643,28.5150534",way/724559424,marketplace,,,,,,,,,,,,,,,,Sa 19:00-22:00,,,,,,,,,,,,,,,,,,,,,Opening hours are a rough estimate.,,,,,,,,,,,,,,
28.5090438,77.3362559,,Polygon,"77.3362559,28.5090438,77.3362307,28.5084654,77.3363779,28.5084671,77.3363895,28.5090438,77.3362559,28.5090438",way/750505878,marketplace,shed,Nagar Mandi,,,,,,,Block F,"Jaitpur Extention Part 2, Kalandi Kunj Road",,Nagar,New Delhi,110044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5990936,77.0699645,,Polygon,"77.0699645,28.5990936,77.0700231,28.5985337,77.0704667,28.5986094,77.070402,28.5990503,77.0705653,28.5991315,77.0704914,28.5992857,77.0699645,28.5990936",way/782307697,marketplace,,Vardhman Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5955533,77.0653525,,Polygon,"77.0653525,28.5955533,77.0648811,28.5958576,77.0644543,28.5953517,77.0646053,28.5952435,77.0647316,28.5954099,77.0650783,28.5952219,77.0653525,28.5955533",way/782387432,marketplace,,DDA Market,,,,,,,,,,,"Sector 6 Dwarka, New Delhi",110075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.712847,77.1361488,,Polygon,"77.1361488,28.712847,77.1359748,28.7126637,77.1358031,28.712483,77.1356298,28.7123005,77.1356183,28.7122884,77.135967,28.7120437,77.1361575,28.7122616,77.136303,28.712428,77.1364748,28.7126244,77.1361488,28.712847",way/849687469,,yes,PVR,,mall,,,,,,Vaishno Mata Mandir Road,,,Delhi,110085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.598172,77.2945288,,Polygon,"77.2945288,28.598172,77.2949579,28.597402,77.2954997,28.5976163,77.295092,28.5984146,77.2945207,28.5982144,77.2945288,28.598172",way/870335659,marketplace,,Samachar Market,,,,,,,,,,Delhi Development Authority (DDA),,,,"""it depends on the multiple shops""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5498737,77.2509507,,Point,,node/495944530,toilets,,,,,,,,,,,,Eros,,,,,,,,,,,,,permissive,,,,,,,yes,no,,,,Part of commercial complex,yes,0,,,,,,,,,,,,
28.5290541,77.2195414,,Point,,node/544373930,,,Select Citywalk Mall,,mall,,,,,,Press Enclave Road,,,,,,,limited,,,Q7447639,,,,,,,,,,,,,,,,,,,,https://www.selectcitywalk.com/,,,,,,,,,,,
28.5283075,77.2167338,,Point,,node/544373931,,,DLF Courtyard Mall,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6573574,77.2359806,,Point,,node/616563795,marketplace,,Lajpat Rai Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6562633,77.2339013,,Point,,node/728707284,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.656727,77.2320207,,Point,,node/728707285,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.8055119,77.0256424,,Point,,node/762031782,police,,Bawana Police station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6315203,77.2181565,,Point,,node/786590787,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6581315,77.2372143,,Point,,node/913282226,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.662997,77.2228589,,Point,,node/913325795,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6263032,77.2061926,,Point,,node/943560039,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.7170924,77.1571367,,Point,,node/1014270982,police,,Shalimar Bagh Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6345193,77.1810077,,Point,,node/1157203547,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6301441,77.0682683,,Point,,node/1179280491,police,,Vikas Puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.55052,77.25128,,Point,,node/1363483093,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6926738,77.1736276,,Point,,node/1402109581,police,,Ashok Vihar Police Station,,,,,,,,,,,,,,,,,,,,,local,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6379089,77.1807881,,Point,,node/1669067086,marketplace,,Shankar Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5677083,77.1943724,,Point,,node/1740866645,marketplace,,Nauroji Nagar Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6098145,76.9828316,,Point,,node/1764309442,police,,Najafgarh Police Thana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Najafgarh Police Station,,,,,,,,,,
28.6126106,76.9867433,,Point,,node/1776071592,police,,Police Chowki,,,,,,,,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6128676,76.9860871,,Point,,node/1776087404,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6130313,76.9836189,,Point,,node/1776798180,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6124155,76.985467,,Point,,node/1792744375,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.612147,76.9857942,,Point,,node/1792744388,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6163924,76.9836324,,Point,,node/1792988560,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5689166,77.2421596,,Point,,node/1796122204,marketplace,,Central Market,,,,,,,,,,,,,,,,,,,,,survey,,,,,Central Market,,,,,,,,,,,,,,,,,,,,,,,
28.5692816,77.2412693,,Point,,node/1796122206,marketplace,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5689873,77.2408267,,Point,,node/1796122219,marketplace,,Lajpat Nagar Central Market,,,,,,,,,,,,,,,,,,,,,survey,,,,,Lajpat Nagar Central Market,,,,,,,,,,,,,,,,,,,,,,,
28.5688506,77.2416474,,Point,,node/1796122220,marketplace,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5958543,76.9151778,,Point,,node/1810069059,police,,Jaffar Pur Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5556739,77.2021428,,Point,,node/1831954639,marketplace,,Green Park Market,,,,,,,,,,,,,,Tu off,,,,,,,Survey,,,,,,,,,,,,,,,,,,"Green Park Market, Green Park, New Delhi, India",,,,,,,,,,
28.5309328,77.2978924,,Point,,node/1861235131,marketplace,,"DDA Market, Pocket E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5306718,77.2045562,,Point,,node/2004001910,police,,Police Station Malviya Nagar,,,,,,,,,,,,,,,,,,,,,,,,+91-11-2669-1861;+91-11-2669-1862,,,,,,,,,,,,,,,,-4452,,,,,,,,,
28.5609535,77.1598368,,Point,,node/2025440633,marketplace,,E Block Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6097133,77.0997911,,Point,,node/2136306864,police,,Hari Nagar Police Station,,,,,,,,Pankha Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6478735,77.180705,,Point,,node/2165822105,police,,Prasad Nagar Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6277103,77.2169307,,Point,,node/2323525287,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6323321,77.2207958,,Point,,node/2327524066,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.6335073,77.2205603,,Point,,node/2327524069,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.5649687,77.0584523,,Point,,node/2408446621,police,,Dwarka Ploce Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6356102,77.3002997,,Point,,node/2410795390,marketplace,,DDA Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6705878,77.1338365,,Point,,node/2440650643,marketplace,,Punjabi Bagh Central Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6785602,77.1003075,,Point,,node/2445808115,marketplace,,Paschim Vihar Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6773173,77.1041577,,Point,,node/2445864367,marketplace,,DDA Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6741463,77.1322843,,Point,,node/2445916782,police,,Punjabi Bagh Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.634698,77.1826937,,Point,,node/2446007658,police,,Rajendra Nagar Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5983359,77.3112386,,Point,,node/2465428862,police,,New Ashok Nagar Police Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5345041,77.2144488,,Point,,node/2525210553,marketplace,,Fervent Software Solutions P Ltd.,,,,,,,,,,,,,,,,,,,,,Self,,,,,,,,,,,,,,,,,,Software Service,,,,,,,,,,
28.5366155,77.2122199,,Point,,node/2525233685,marketplace,,"Malviya Nagar, Main Market",,,,,,,48/1,August Kranti Marg,,,,110017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6289362,76.9666822,,Point,,node/2529065771,police,,Baba Haridas Nagar Police Station,,,,,,,,,,,,,,,,,,,,,Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6075429,77.2452903,,Point,,node/2592537272,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.6408956,77.2185643,,Point,,node/2592537522,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
28.5513511,77.2587582,,Point,,node/2593805951,toilets,,Public Toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6449997,77.2231206,,Point,,node/2657888901,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5942848,77.1652197,,Point,,node/2677421751,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6203804,76.9740509,,Point,,node/2700092983,marketplace,,Anaj Mandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locality,,,,,,,,
28.6499571,77.1219621,,Point,,node/2708360300,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6499319,77.2432349,,Point,,node/2722843601,police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5920709,77.2171625,,Point,,node/2799293122,toilets,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,flush,,,,,,,,,,,,,,,,,
28.5903223,77.2197885,,Point,,node/2800783153,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5928423,77.2210516,,Point,,node/2800796131,toilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
